email,modelname,authorname,thumbnail,model,ip,user_agent,referrer,created_at
,Avocado,Khronos Group,"{""filename"":""screenshot.jpg"",""type"":""image/jpeg"",""size"":3414,""url"":""https://d33wubrfki0l68.cloudfront.net/63b12988-4b7d-4180-905c-64d9360f0090/screenshot.jpg""}","{""filename"":""Avocado.glb"",""type"":""application/octet-stream"",""size"":8328156,""url"":""https://d33wubrfki0l68.cloudfront.net/85c5bc2d-d645-442f-9a53-777d5b3800d0/Avocado.glb""}",,,,
